filename,query,category,width,height,aspect_ratio,file_size_kb,resolution_ok,likely_indoor_ratio,source_url
corner_case_毛坯房阁楼_a0bb7670.jpg,毛坯房阁楼,corner_case,768,1024,0.75,135.5,True,False,https://pic.nximg.cn/file/20230617/21413768_222653433102_2.jpg
corner_case_毛坯房阁楼_3ff0af7d.jpg,毛坯房阁楼,corner_case,768,1024,0.75,96.2,True,False,https://pic.nximg.cn/file/20230617/21413768_223254722100_2.jpg
corner_case_毛坯房阁楼_d972fbe7.jpg,毛坯房阁楼,corner_case,1024,768,1.33,177.7,True,True,https://pic.nximg.cn/file/20230617/21413768_223101566102_2.jpg
corner_case_毛坯房阁楼_09acdab1.jpg,毛坯房阁楼,corner_case,1024,768,1.33,114.1,True,True,https://pic.nximg.cn/file/20230617/21413768_223939354100_2.jpg
corner_case_毛坯房阁楼_1bcdef89.jpg,毛坯房阁楼,corner_case,720,1080,0.67,167.2,True,False,https://picx.zhimg.com/v2-e15a9cce9bd0f6423095146b22f13e0f_720w.jpg?source=172ae18b
corner_case_毛坯房阁楼_272e9020.jpg,毛坯房阁楼,corner_case,768,1024,0.75,107.5,True,False,https://pic.nximg.cn/file/20230617/21413768_223627034105_2.jpg
standard_unfinished_room_interior_d6c6cc5f.jpg,unfinished room interior,standard,600,420,1.43,66.0,True,True,https://www.shutterstock.com/image-photo/unfinished-room-interior-building-under-600w-2265560667.jpg
standard_unfinished_room_interior_b833b9bc.jpg,unfinished room interior,standard,390,280,1.39,30.2,False,True,https://image.shutterstock.com/image-photo/unfinished-room-interior-260nw-1018685809.jpg
standard_unfinished_room_interior_08275371.jpg,unfinished room interior,standard,800,534,1.5,39.8,True,True,https://thumbs.dreamstime.com/b/unfinished-building-interior-white-room-60655574.jpg
standard_unfinished_room_interior_37ee6b9b.jpg,unfinished room interior,standard,1300,957,1.36,106.7,True,True,https://c8.alamy.com/comp/2M6EEC2/interior-of-unfinished-room-2M6EEC2.jpg
standard_unfinished_room_interior_3f856ce1.jpg,unfinished room interior,standard,1500,1101,1.36,217.8,True,True,https://www.shutterstock.com/shutterstock/photos/113259079/display_1500/stock-photo-new-home-construction-interior-room-with-unfinished-wood-floors-stairway-and-railings-electrical-113259079.jpg
standard_unfinished_room_interior_fa3d6c43.jpg,unfinished room interior,standard,1023,682,1.5,65.3,True,True,https://st.depositphotos.com/1176848/2659/i/950/depositphotos_26590545-stock-photo-unfinished-home-room-interior.jpg
standard_unfinished_room_interior_d57b44aa.jpg,unfinished room interior,standard,867,1390,0.62,118.6,True,False,https://c8.alamy.com/comp/HB6PT3/interior-of-unfinished-living-room-HB6PT3.jpg
standard_unfinished_room_interior_415a6067.jpg,unfinished room interior,standard,1300,957,1.36,85.1,True,True,https://c8.alamy.com/comp/2B87FME/unfinished-building-interior-white-room-includes-clipping-path-2B87FME.jpg
standard_unfinished_room_interior_cd46403b.jpg,unfinished room interior,standard,626,268,2.34,42.5,False,False,https://img.freepik.com/premium-photo/unfinished-room-interior-renovation-process_1121478-17275.jpg
standard_unfinished_room_interior_14561874.jpg,unfinished room interior,standard,1300,957,1.36,156.4,True,True,https://c8.alamy.com/comp/FX5T0B/interior-of-unfinished-living-room-FX5T0B.jpg
standard_raw_concrete_room_9e3e7386.jpg,raw concrete room,standard,528,704,0.75,81.7,True,False,https://images.adsttc.com/media/images/6353/37a5/da69/b477/76bc/cfde/medium_jpg/casa-em-betao-a-vista-utopia_9.jpg?1666398161
standard_raw_concrete_room_b4fe32c9.jpg,raw concrete room,standard,2000,1500,1.33,673.3,True,True,https://www.gessato.com/wp-content/uploads/2018/02/raw-concrete-house-4.jpg
standard_raw_concrete_room_8363c07d.jpg,raw concrete room,standard,683,1024,0.67,108.3,True,False,https://www.digsdigs.com/photos/2019/10/02-The-living-room-is-done-with-raw-concrete-wood-that-softens-the-look-and-leather-furniture.jpg
standard_raw_concrete_room_c9c31854.jpg,raw concrete room,standard,1333,1000,1.33,288.7,True,True,https://images.adsttc.com/media/images/6353/37a4/bd71/6c42/3415/fd73/slideshow/casa-em-betao-a-vista-utopia_25.jpg?1666398176
standard_raw_concrete_room_dac79260.jpg,raw concrete room,standard,750,563,1.33,167.7,True,True,https://images.adsttc.com/media/images/6353/37a5/da69/b477/2ebc/cfde/newsletter/casa-em-betao-a-vista-utopia_26.jpg?1666398163
standard_raw_concrete_room_2e18d333.jpg,raw concrete room,standard,1600,1159,1.38,339.8,True,True,https://thumbs.dreamstime.com/z/abstract-white-grunge-raw-concrete-room-texture-background-abstract-white-grunge-raw-concrete-room-texture-background-suitable-185305814.jpg
standard_raw_concrete_room_ac0fecd1.jpg,raw concrete room,standard,1920,1280,1.5,553.6,True,True,https://carasaven.com/wp-content/uploads/2021/09/CaraSaven-Raw-Wallpaper2.jpg
standard_raw_concrete_room_f5ce97b3.jpg,raw concrete room,standard,540,360,1.5,25.8,False,True,https://t3.ftcdn.net/jpg/08/08/59/94/360_F_808599453_u3y8fSqXhqdoNzjYti798O4d7IeKYufW.jpg
standard_raw_concrete_room_af195598.jpg,raw concrete room,standard,1000,675,1.48,116.5,True,True,https://manosiena.lt/wp-content/uploads/2022/08/raw-concrete4.jpg
standard_raw_concrete_room_a5c0c78f.jpg,raw concrete room,standard,1333,1000,1.33,183.4,True,True,https://images.adsttc.com/media/images/6353/37a5/da69/b477/76bc/cfe0/slideshow/casa-em-betao-a-vista-utopia_18.jpg?1666398191
standard_bare_room_renovation_bb20bc60.jpg,bare room renovation,standard,390,280,1.39,25.7,False,True,https://www.shutterstock.com/image-photo/dark-room-bare-walls-without-260nw-2292861003.jpg
standard_bare_room_renovation_22ac5c41.jpg,bare room renovation,standard,486,601,0.81,86.5,False,False,"https://static.wixstatic.com/media/169a22_338153b4d3b44c47bb25607cb6813701~mv2.jpg/v1/fill/w_486,h_601,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/169a22_338153b4d3b44c47bb25607cb6813701~mv2.jpg"
standard_bare_room_renovation_fe59a9a2.jpg,bare room renovation,standard,480,640,0.75,80.5,False,False,https://hullhomedesign.co.uk/wp-content/uploads/2022/11/IMG_3856-rotated.jpg
standard_bare_room_renovation_3cc73a4e.jpg,bare room renovation,standard,735,490,1.5,83.6,True,True,https://i.pinimg.com/736x/91/13/60/911360aed3aa72077f23a3d2748c7675.jpg
standard_bare_room_renovation_05f80120.jpg,bare room renovation,standard,1600,547,2.93,139.8,True,False,https://thumbs.dreamstime.com/z/capturing-earlier-stages-interior-renovation-glimpse-transformation-room-bare-walls-to-modern-living-sunlight-326412898.jpg
standard_bare_room_renovation_2211b2cc.jpg,bare room renovation,standard,800,229,3.49,41.1,False,False,https://thumbs.dreamstime.com/b/interior-renovation-capturing-earlier-stages-room-transformation-bare-walls-to-sunlight-streaming-window-326412811.jpg
standard_bare_room_renovation_2815fa65.jpg,bare room renovation,standard,626,313,2.0,43.6,False,True,https://img.freepik.com/premium-photo/image-shows-room-renovation-there-are-ladders-tools-other-equipment-room-walls-are-bare-floor-is-covered-dust_1275611-4301.jpg
standard_bare_room_renovation_4c265fa8.jpg,bare room renovation,standard,626,626,1.0,44.9,True,True,https://img.freepik.com/premium-photo/room-with-window-that-has-window-that-says-no-one-bottom_421632-22255.jpg
corner_case_unfinished_basement_7f3d3bbc.jpg,unfinished basement,corner_case,1200,870,1.38,221.9,True,True,https://www.bobvila.com/wp-content/uploads/2024/09/Zillow-Digs-home-in-Mountain-Brook-AL.jpg?quality=85
corner_case_unfinished_basement_61db2239.jpg,unfinished basement,corner_case,1536,2048,0.75,418.5,True,False,https://images.squarespace-cdn.com/content/v1/57435f85c6fc085f7b154a9b/1585576779500-QA2A8Q9MZUG09ZK0TBMK/2+Reiger+Basement+before.JPG
corner_case_unfinished_basement_15aa2a8a.jpg,unfinished basement,corner_case,832,1248,0.67,301.5,True,False,https://i.pinimg.com/originals/68/a0/6e/68a06e8df0e0c05d2bec8982a9905efa.png
corner_case_unfinished_basement_e2559747.jpg,unfinished basement,corner_case,1200,800,1.5,62.5,True,True,https://mplsbasementremodeling.com/wp-content/uploads/2023/06/basement-flooring-ideas-hero.jpeg
corner_case_unfinished_basement_0340d9fb.jpg,unfinished basement,corner_case,1600,1064,1.5,261.1,True,True,https://i.pinimg.com/originals/b4/ec/5f/b4ec5fe823184243ca8c2d484c7b782f.jpg
corner_case_unfinished_basement_98964934.jpg,unfinished basement,corner_case,3000,1688,1.78,1289.3,True,True,https://static01.nyt.com/images/2023/01/01/magazine/01lor/01lor-videoSixteenByNine3000-v2.jpg
corner_case_unfinished_basement_00ec3307.jpg,unfinished basement,corner_case,735,1102,0.67,142.2,True,False,https://i.pinimg.com/originals/21/06/0b/21060b126da2be38c76a27dcc77a0417.jpg
corner_case_unfinished_basement_27685324.jpg,unfinished basement,corner_case,500,752,0.66,154.1,False,False,https://st.hzcdn.com/simgs/pictures/basements/basement-subway-station-terri-weinstein-design-inc-img~1d214a0204cd25d8_8-6474-1-b5cf7a1.jpg
corner_case_unfinished_basement_62b29345.jpg,unfinished basement,corner_case,900,600,1.5,148.1,True,True,https://www.simplymarla.com/wp-content/uploads/2025/09/unfinished-basement-ideas.png
corner_case_unfinished_basement_1e8db33e.jpg,unfinished basement,corner_case,1157,1664,0.7,197.8,True,False,https://unhurriedinterior.com/wp-content/uploads/2024/04/Unfinished-basement.jpg
competitor_small_apartment_bare_walls_aca59304.jpg,small apartment bare walls,competitor,2048,2560,0.8,485.1,True,False,https://barewallstudio.com/wp-content/uploads/2024/04/39-scaled.jpg
competitor_small_apartment_bare_walls_105bd26d.jpg,small apartment bare walls,competitor,800,534,1.5,97.7,True,True,https://thumbs.dreamstime.com/b/interior-concrete-residential-apartment-building-room-unfinished-bare-walls-support-pillars-future-under-179195379.jpg
competitor_small_apartment_bare_walls_97fc3b7a.jpg,small apartment bare walls,competitor,650,1300,0.5,83.3,True,False,https://barewallstudio.com/wp-content/uploads/2024/04/30-650x1300.jpg
competitor_small_apartment_bare_walls_c76aa899.jpg,small apartment bare walls,competitor,650,650,1.0,81.7,True,True,https://barewallstudio.com/wp-content/uploads/2024/04/21-650x650.jpg
competitor_small_apartment_bare_walls_b2ada588.jpg,small apartment bare walls,competitor,800,534,1.5,75.4,True,True,https://thumbs.dreamstime.com/b/small-bare-apartment-condo-unit-view-living-room-dining-room-kitchen-small-bare-apartment-condo-unit-view-living-258420782.jpg
competitor_small_apartment_bare_walls_649d0d89.jpg,small apartment bare walls,competitor,1600,1157,1.38,309.7,True,True,https://thumbs.dreamstime.com/z/interior-apartment-room-bare-walls-ceiling-under-construction-183393301.jpg
competitor_small_apartment_bare_walls_b2d9dab8.jpg,small apartment bare walls,competitor,1500,1101,1.36,282.7,True,True,https://image.shutterstock.com/z/stock-photo-interior-of-an-apartment-room-with-bare-walls-and-ceiling-under-construction-1734602711.jpg
competitor_small_apartment_bare_walls_d6e0f18c.jpg,small apartment bare walls,competitor,1707,2560,0.67,666.0,True,False,https://barewallstudio.com/wp-content/uploads/2024/04/36-scaled.jpg
competitor_small_apartment_bare_walls_13202c1b.jpg,small apartment bare walls,competitor,1707,2560,0.67,628.4,True,False,https://barewallstudio.com/wp-content/uploads/2024/04/37-scaled.jpg
competitor_small_apartment_bare_walls_79619e34.jpg,small apartment bare walls,competitor,1707,2560,0.67,550.8,True,False,https://barewallstudio.com/wp-content/uploads/2024/04/08-1-scaled.jpg
